"recipe_id","recipe_name","recipe_desc","views","recommand","scrap","cooking_serving","level","cooking_time"
3392,닭간장조림,참 마음에 드는 요리이면서 자주 해 먹지 못해 아쉬운 요리가 바로 이 간장 닭조림입니다. 프라이드 치킨과는 다른 간장 닭고기 특유의 쫄깃하고 부드러운 육질을 맛볼 수 있어요.  ,80196,50,684,2,2,120
3393,소고기애호박찜,집들이 음식으로도 볼품있고  평소에 별미로 특별식 만들어먹으면 정말 꿀맛인 소고기 애호박찜 레시피를 가져왔어요. 요거슨 외할머니의 레시피거든용. 엄마음식이야 다 맛난다고 하지만 그중에 손에 꼽히게 맛난 음식이랍니다.,4372,3,45,4,3,30
3394,순대볶음,시판용 순대로 집에서 매콤한 순대볶음 만들어보아요~,3224,7,73,3,2,30
3395,닭가슴살불고기,아이 반찬으로 좋은 닭가슴살 불고기입니다~,10936,11,349,2,2,30
3396,찜닭,찜닭 황금레시피! 맛있고 건강한 찜닭만들기입니다.,5148,14,90,2,1,60
3397,파김치꽁치조림,묵은 파김치 가득넣어 꽁치조림 만들어봤어요~,8185,2,116,4,2,30
3398,소불고기,저녁엔 소불고기와 상추쌈 어떠세요~ 소불고기 맛있게 만드는 법을 공개합니다!,30773,37,499,4,2,30
3399,닭갈비,저렴하게 집밥 백선생 닭갈비 레시피로 맛있고 푸짐한 닭갈비랑 볶음밥까지 풀고스로 즐기세요~!,97143,44,420,4,2,60
3400,콩나물불고기,요즘 화제인 백종원 콩나물불고기! 콩불레시피를 소개할게요. 예전에 콩불 가끔 사먹고 했었는데 쉽게 집에서 만들 수 있어서 이제부턴 집에서 해먹게요~!!! 따라하기 쉽고 맛도 같아요~,26500,116,1011,4,2,30
3401,녹두빈대떡,녹두빈대떡의 맛을 제대로 느낄 수 있어요 명절날 뿐 아니라 영양식으로 챙길 수 있는 빈대떡 바삭한 식감이 좋으네요..-,61996,11,210,5,1,60
3402,알감자꽈리고추조림,감자 요리를 좋아하는 남편을 위해 만든 감자반찬입니다~ 매일 갓 만든 반찬을 저녁식단에 넣으려니 초간단 조리법을 선호하게 되네요~~^^,12422,17,334,2,2,15
3403,전복초,곧 있으면 추석 명절인데 상차림에 전복이 올라가야 정성 좀 들였구나 말씀하시죠. ?싱싱한 전복으로 전복초를 만들어봤는데요. 추석 상차림으로 올리면 어르신들께 사랑받을것 같아요. ?살아있는 전복으로 전복초를 만드니까 살이 연하고 질기지도 않는게 참 맛있네요~그럼 손질 하는법과 전복초 만드는 법 시작해 볼께요?.,4981,6,103,2,3,60
3404,된장사태김치찜,언제 먹어도 맛있는 돼지고기 김치찜 ! 담백한 사태를 이용해 된장으로 맛을 낸 된장 사태 김치찜을 만들어보았다. 따뜻한 밥에 쓱쓱 비벼 바삭한 김과 함께 먹으면 꿀맛 :-),3738,10,86,3,2,60
3405,닭발채소볶음,시중에서 파는 뼈없는 닭발로 매콤닭발채소볶음 만들기입니다. ,2938,1,23,2,1,30
3406,소불고기,맵지가 않아서 아이들이 잘 먹기에 만들어 봤지요.  한우 소불고기는 가격이 비싸기에 저렴한 수입으로 샀지요.  양념으로 재서 먹는 거라 질기지 않고 좋더라구요~^^ ,24856,20,260,4,2,60
3407,국물닭발,정말로 간단한데 진짜로 맛있는! 얼큰한 국물 닭발! 매콤한 국물닭발 황금레시피를 찾다!,189933,104,3593,4,2,60
3408,오징어볶음,집밥백선생 레시피로 만들어본 실패없는 오징어볶음!!,11919,25,399,4,2,30
3411,닭모래집튀김,쫄깃쫄깃한 식감의 닭모래집을 튀김옷을 입혀 튀겨놓으면  아이들도 거부감없이 맛있게 즐길수 있답니다^^,7208,9,100,4,2,60
3412,냉채족발,가끔 전 냉채를 잘 만들곤 해요~ 아무래도 알싸한 겨자소스맛이 좋아서 그런지 가끔씩은 별미로 먹게되는것 같아요. 이번엔 족발을 이용해서 냉채를 만들어 봤어요. 냉채족발은 부산에서 시작된건지는 잘 모르겠지만 널리 전국에 퍼져서 참 좋은것 같아요. 그래서 오늘 메뉴는 냉채족발! 시원하게 소스는 만들어서 냉장고에 보관했다가 바로 얹어져 먹음 아주 시원하답니다.,50670,6,360,4,3,30
3413,생선카레구이,울 신랑이 제주 사람이라 그럴까요?? 생선을 무자게 좋아하거든요.. 그 피를 물려받은 울 아들도 생선하면 꺼뻑 ~ 반찬으로 생선을 자주 하는데요 그냥 간단히 구워먹고 싶을때가 많은데 다들 아시죠 비린내~ 생선 한번구우면 냄새가 하루종일 안빠져요 그래서 요즘은 카레가루에 굴려서 굽는데요 냄새가 안난다면 거짓이구요^^ 많이 줄었어요 그리고 카레와 생선이 생각보다 궁합도 잘 맞아요~ 카레가 기억력에도 아주 좋다네요 자주 먹어주면 좋을꺼같아요~,11970,8,228,2,1,15
3414,가래떡잡채,가래떡 사다가 구워서 꿀 찍어 먹고 남은걸로 잡채를 만들어 먹었어요. 떡잡채라고 하죠? 잡채와는 또다른 별미네요. 야채와 버섯을 듬뿍넣은 건강한 잡채에요. 고기는 일부러 넣지 않았답니다. 가래떡이 들어가 있어 한끼 식사로도 충분한것 같아요. 아주 든든하더라구요.,6199,4,142,2,2,30
3415,제육볶음,누가 만들어도 맛있는 생생정보통 황금레시피 제육볶음 - 이미 검증된 맛   황금레시피 따라 맛있는 제육볶음을 만들어봅시다 ♩ ,62981,115,1206,3,2,60
3416,고등어구이,로즈마리로 생선 비린내도 잡고 로즈마리의 독특한 향까지 맛볼수 있는 로즈마리 고등어구이!!,4729,6,46,1,2,30
3417,가지튀김,야식으로 이만한게 없는 백종원 아저씨의 가지튀김!!,21925,10,271,2,2,30
3418,호박전,전은 누구나 좋아하지만 전 만드는 것이 귀찮고 손이 많이 가서   자주 해 먹기는 쉽지 않지요~!~  호박전 누구나 좋아하는 호박전을 아주 쉽게 만들어서 먹을수 있어요~!~     어제는 애호박 한 개로 후다닥 전을 부쳐서 먹었답니다~!~ 노릇노릇 맛있게 부친 전이 입안에서 고소하고 아주 맛나던걸요~!~      ,24312,10,61,2,1,10
3419,잡채,손은 많이 가지만 맛있는 잡채 황금레시피입니다!,5872,11,98,6,2,30
3420,김치찜,한겨울에도 자주 해 먹지만 더울 때도 종종 해 먹는 김치찜이랍니다. 특히나 입맛 없고 기운 없을 때 해 먹으면 좋은 김치찜이죠~잘 익은 묵은 김치에 앞다리살 넣고 압력솥에 삶아주면 고기가 야들야들~ 잘 익은 김치에 앞다리살 싸서 먹으면 별미죠~! 김치찜 만들기도 쉬워서 집에서도 손쉽게 만들 수 있답니다. 김치찜 만드는 법 알려드릴게요~~!,8133,16,88,3,2,60
3421,오징어볶음,생물오징어로 이쁘게 칼집낸 ★ 매콤달콤한 오징어볶음 ★,9369,12,147,2,2,30
3422,카레목살스테이크,두툼한 목살에 카레소스! 손님상에 올려도 좋은 레시피,3919,14,106,2,2,60
3423,오징어산적꼬치,명절날이면 넉넉하게 만들게 되는 산적꼬치 아삭한 채소들이며 쫄깃한 오징어의 풍미가 좋은 산적꼬치이다.,13232,8,116,6,1,90
3424,우엉잡채,남은 김밥재료로 건강 우엉잡채 만드는 방법입니다~,8272,2,40,2,2,30
3425,돼지껍데기볶음,손질이 힘들고 번거롭지만 한번재워두면 오래오래두고 먹을수있어요!,15499,16,178,2,3,30
3426,훈제오리무쌈말이,집들이나 손님 초대용 요리에서 비주얼 담당을 맡고있는 무쌈말이입니다.  훈제오리로 품격을 UP! 참깨소스로 고소함을 UP 시켜보아요~,41794,98,909,4,3,60
3427,골뱅이파무침,가끔 술한잔 하고싶은 날이 있는데 안주로 과자나 그렇다고 기름진건 먹기싫고 만들자니 너무 번거로운건 싫고..  그럴땐 골뱅이와 파만 있으면  최고의 안주가 탄생하죠~ 캬~ 이맛이야^^ ,12052,31,355,2,1,10
3428,감자소시지볶음,제가 17년전에 스위스 베낭여행 갔을땐데요 그때만해도 입맛이 까다로와서 느끼한걸 잘 못먹었었답니다. 오죽하면 집에서 멸치넣고 약고추장을 만들어 튜브에 싸가지고 가서 먹었게요~~ 지금같으면 하루종일 빵만 먹으라고 해도 잘 버틸꺼에요 그런데 하필 스위스로 갔을때 고추장이 바닥이났지 뭐에요 그래서 아무거나 먹어야 하는데 아는 메뉴는 없고 옆사람들을 보니 감자하고 소세지 볶은걸 먹고있더라구요 이름이 뭔지도 모르고 그냥 저걸루 주세요 해서 먹었답니다 짭조롬 하니 얼마나 맛나든지~~ 그때를 생각하며 함 만들어 봤네요~ ,17741,23,499,2,2,30
3429,돼지고기묵은지찜,집밥 백선생에서 백종원씨가 만든 돼지고기 묵은지찜 만드는법 !!,46563,73,1372,4,2,90
3430,간장찜닭,찜닭 나가서 사먹음 비싸잖아요 집에서 간단히 만들어 먹어 봅시다!!,41659,28,536,4,2,60
3431,순대볶음,저녁을 또 머할까 하다가 남편이 순대 마니아이기도 해서 만들어 봤어요 ^^,17583,9,519,2,2,30
3432,치킨오븐구이,간식으로 후다다악~ 오븐에 닭을 구웠어요. 기름이 쏘옥 빠져서 담백하게 즐기기에 딱 좋은 치킨오븐구이랍니다.  ,6388,3,60,2,2,60
3433,단호박닭날개조림,남편이 주먹만한 미니 단호박을 한 망이나 사와 형제들과 나눴는데도 아직 냉장고에 많이 있습니다. 닭날개와 함께 조림을 해 보았답니다.,3892,1,75,2,2,30
3434,떡갈비,시판에서 사먹는 떡갈비 보다 훨씬 더 부드럽고 두툼한 수제 떡갈비에요. 명절요리이기도 하고 아이  어른 모두 좋아하는 요리중에 하나라죠 ^^,6719,7,123,2,3,90
3435,새우버터구이,술안주로도 아주 좋은 초간단요리 새우버터구이입니다.,50296,18,429,2,1,30
3436,아구찜,해물과 찝을 좋아하는 아내를 위한요리,12422,4,18,3,2,30
3437,잡채,손이 많이 가지만 생각보다 쉬운 무치는 잡채 만들기입니다.,8223,10,102,3,2,30
3438,쭈꾸미볶음,요즘 음식을 뭘 해 먹을까 고민을 하다가 어제는 쭈꾸미볶음을 만들어봤습니다.  냉동 쭈꾸미라서 맛이 어떨지 걱정을 했는데요.  의외로 맛있었어요~^^  매콤하게 양념해서 먹으니 좋더라구요~ ,6410,15,82,4,1,30
3439,오징어김치전,오징어가 생각이 나서 김치전을 만들어 봤습니다.,7630,2,85,4,1,30
3440,잡채,단골메뉴인 잡채를 만들어 봤습니다.  ?잡채는 여러 가지 재료들이 들어가 영양만점 음식인 것 같아요. 명절 때나 손님 초대하실 때 주로 올라오는 음식 중 하나죠~^^ ,17392,42,407,6,1,60
3441,통삼겹살수육,삼겹살 마트에서 보면 통으로 파는 경우가 있는데 보통 수육할때에 삶아야하는 상황!!! 어렵고 냄새도 걱정되고요. 하지만 냄새 없었어요~~ 이렇게 삶으면!!! ^^,9088,4,37,4,2,60
3442,돼지갈비찜,손님 접대할 때도 좋고 큰 음식인 만큼 여러곳에 좋은 돼지갈비찜만들기입니다. ,2492,0,26,4,2,60
3443,삼채오징어볶음,삼채와 삼채가루를 넣어 만든 오징어볶음 만들기 ~,3355,4,29,3,2,60
3444,묵은지말이찜,며칠전에 집밥백선생에서 묵은지요리 소개했는데  저도 묵은지요리 하나 소개해 볼게요 연어를 품은 묵은지말이찜이지요 손님상에 올려도 근사한 비쥬얼을 자랑한답니다 ㅎㅎ  김치와 연어의 만남.. 궁금하시죠? 부드러운 연어와 쌉싸레한 도라지  아삭한 김치까지.. 가히 환상적인 궁합이네요. ㅎㅎ   ,1323,3,16,3,1,15
3445,매운갈비찜,가을 말이 살찌는 계절.. 뭐 맛있는거 없나??ㅎㅎ 달콤 매콤한 갈비찜 만들어 봤어요..,15820,27,381,2,3,60
3446,떡양념치킨,지난주 목요일 밤  호동아빠가 치킨한마리를 갖고왔어요.늦은밤이라서 반만먹고 남은 치킨 반마리로 다음날 금요일 저녁에 만든 반찬이예요...ㅎㅎ 떡도 튀겨내어주니 더 근사한 요리가 되었어요~,6858,9,135,2,2,30
3447,베이컨숙주볶음,집에 베이컨도 있고 숙주도 있길래 만들어 본 베이컨숙주볶음 레시피입니다,14449,43,423,1,1,5
3448,카레찜닭,집밥요리 자취요리 카레찜닭입니다.,8996,20,268,2,2,90
3449,치킨카레스테이크,샐러드 곁들인 치킨카레스테이크~~,1720,1,27,1,2,30
3450,돼지고기목살스테이크,초보 집밥요리. 돼지고기 목살스테이크 정식입니다.,6685,8,58,1,2,15
3451,매운족발,먹다남은 족발을 활용해서 매운양념족발 만드는 방법입니다.,8424,4,95,1,1,10
3452,치킨오븐구이,전기구이통닭과 양념치킨소스 만드는 방법입니다.,11127,9,117,2,2,120
3453,치킨가라아게,초보 집밥요리. 일본식 치킨가라아케 순살치킨 만드는 방법?입니다.,7994,10,106,3,3,60
3454,월남쌈,손님 초대하고도 쉽고 간편하게 먹을 수 있는 월남쌈   몸에 좋은 월남쌈  맛있는 월남쌈 만들어먹기 .  ,22853,22,227,4,3,30
3455,부추잡채,명절음식 고기듬뿍~ 야채듬뿍~ 맛있는 잡채 만들기입니다. ,297791,98,1074,4,2,60
3456,닭똥집,냉동실에 있던 닭똥집이 생각나 볶아보았어요^^,5390,5,56,2,2,30
3457,닭갈비,백종원 닭갈비 레시피예요~,15346,29,263,2,2,30
3458,오리훈제고추장볶음,오리훈제 고추장볶음입니다. 너무 맛있었어요. 진짜 밥도둑 밥한공기 뚝딱!! 밥이랑 비벼먹으니까 진짜 2그릇 먹을 뻔 했어요~,65367,41,2467,2,1,15
3459,어묵두부샌드,어묵과 두부로 간단하게 만들 수 있는 건강반찬입니다,2406,12,113,5,1,30
3460,소고기육전,쫄깃쫄깃한 식감을 가지고 있는 한우 소고기 홍두깨 부위로 남도별미 소고기 육전 만들어 봐요. 소고기를 얇게 썰어 고소하게 지져낸 육전으로 어린 아이들  치아가 불편하신 어르신들도 부담없이 즐길 수 있는 소고기 별미요리입니다. ,14381,20,85,4,2,60
3461,떡갈비,안녕하세요? 소통하는 토론토니안 요리블로거 대니얼입니다 :) 오늘도 기분 좋은 하루 시작하고 계신가요? 이번 포스팅에서는 번거로운 조리과정을 최소화 하여 맛있게 만들 수 있는 집들이음식메뉴추천 레시피로 수제 떡갈비를 만들어 볼까 합니다. 미트 마켓에서 구입한 다진 소고기와 돼지고기를 사용해 먹음직하면서 촉촉한  떡갈비를 완성할거에요. 특히  오늘 소개해 드리는 수제떡갈비는 촉촉함이 생명이라는 점! ,7229,12,159,1,2,30
3462,새우소금구이,대하는 9월에서 12월이 제철이라고 해요~ ,39471,13,118,3,1,60
3463,저수분뚝배기돼지찜,요즘 핫한 셰프 중 한분이신 오세득 셰프의 비법 물 없이 쌍화탕으로 만들어본 초간단 저수분 뚝배기 돼지찜이랍니다^^,10533,20,311,3,1,60
3464,쭈꾸미볶음,주말 쭈꾸미낚시로 잡은 생물쭈꾸미.  직접 잡구 직접 요리합니다. ㅎㅎ,5100,10,116,4,3,30
3465,문어표고버섯간장볶음,부드러운 생문어와 생표고버섯의 쫄깃한 식감에 기본 양념재료를 사용해 칼칼하면서도 담백한 맛을 낸 매콤한 문어요리 만들어 봐요.,11119,20,133,4,2,120
3466,불닭볶음,맛있게 매운 불닭볶음 만들기입니다.,6968,16,100,2,1,60
3467,돼지갈비찜,돼지길비찜 추석에 빠질 수 없지요 소갈비찜하고는 또다른 매력이 있어서 좋은데요 가격도 착해서 부담없이 먹을 수 있어서 더 좋은 것 같아요 미리 만들어본 추석음식 돼지갈비찜 입니다 ,7364,11,97,4,1,120
3468,꼬치전,색 배합이 너무 이쁜 햄통조림으로 만든 꼬치전 만들기입니다.,4020,1,21,2,1,30
3469,깻잎닭가슴살카레,강황가루가 몸에 좋다기에 강황을 듬뿍 넣고 닭가슴살로 담백한 카레를 만들어봤어요. 조금만 신경을 쓰면 카레는 맛이 두 배로 업그레이드 될 수 있답니다! 숨겨진 팁을 확인하세요 ^_^,10355,5,120,3,2,30
3470,새송이떡갈비,역시 고기는 뜯어야 제맛~!! ㅋㅋㅋ  뼈대신 새송이 버섯으로 뼈를 대신했어요     고소하면서 달달하고 감칠맛 도는 떡갈비~  남녀노소 누구나 좋아하는 메뉴죠~?     ,73707,104,4138,4,2,60
3471,안동찜닭,안동찜닭~~~     짭조롬한 양념맛에 쫄깃한 닭살~담백한 감자~후루룩~맛난 당면~  남은 국물에 비벼먹는 밥~!!! ㅋㅋㅋ     찜닭 한그릇이면 열반찬이 필요없답니다~ㅋㅋㅋ    ,44123,63,945,4,2,60
3472,밥솥등갈비김치찜,김치찜을 맛있게 만드는 비결은 뭉근한 불에서 오래 끓여야 제맛이 나는데 시간이 오래 걸리다 보니 어렵게 느끼시는 분들이 계신 것 같습니다. 오래 끓이는 것이 부담스러우시다면 압력밥솥을 이용해서 등갈비 김치찜을 만들어 보세요. 기존에 냄비에서 끓이는 시간의 1/3이면 맛있는 등갈비김치찜을 만드실 수 있습니다.,36335,14,262,4,2,120
3473,양배추찜,강된장과 양배추찜으로 가을식탁 풍성하게!!,18166,12,193,2,1,60
3475,닭강정,지난주 배달의 무도를 보다가   닭강정을 배달하는 장면을 보고 급 필받아서  만들어 보게 되었어요!!~  참고로 생생정보통에 나온 황금레시피를 따라했다는 점!!!  ,110082,47,1064,2,2,60
3476,잡채,주로 잔치 음식에 많이 쓰이는 잡채는 맛있지만  일일이 기름에 볶는 과정 때문에 번거로워서 잘 안해 드시지요? 오늘 제가 그 고민을 말끔히 해결해 드리겠습니다. 정말정말 간편하게 만들 수 있는 간편 잡채예요. 맛도 기름이 많이 들어가지 않아서 드셔보시면 훨씬 맛있다는 걸 알 수 있구요. 당면이 불지 않고 쫄깃하고 탱글탱글한 것이 아주 좋답니다.,15601,26,297,4,2,60
3477,고추잡채,라이스페이퍼로 감싼 고추잡채!! 꽃빵이 없어두 맛있지!!,338747,114,2254,3,3,60
3478,산적꼬치,명절 음식의 대표 전!! 산적 꼬치 만들기!!,61184,14,247,6,2,30
3479,양파카레,몇일전부터 만들어보고 싶었던 tv레시피가 생각났었는데  재료는 사다놓고 오늘에서야 만들었어요. 요리는 백종원 양파 카레 레시피 입니다!,30430,10,135,1,2,30
3480,돼지갈비찜,돼지갈비찜입니다.,4342,4,40,3,3,60
3481,콩나물불고기,아삭아삭한 콩나물과 얇은 대패삼겹살이 매콤하게 양념된 이 맛! 집밥 백선생 콩나물불고기 레시피,10753,44,374,2,2,30
3482,소고기야채말이,소고기야채말이 입니다. 씹을수록 고소한 소고기에 아삭한 식감이 좋은 야채가 더해지니 반찬으로 먹기도 좋고  간식으로 먹기도 좋더라구요.,30642,80,1059,2,2,30
3483,소갈비찜,야들야들 소갈비에 밤  대추  당근을 넣어 만든 소갈비찜 입니다.,22296,27,379,4,3,120
3484,쇠고기산적,제사상에 올리는 쇠고기 산적입니다.,23625,10,258,2,3,120
3485,참치김치전,집에서 자주해먹는 김치전!  하지만 반죽비율을 얼마나 해야하지? 고민했었는데요  백선생님이 알려주신대로 김치 : 부침가루 2: 1로 !!  편하고 좋더라구요 ~~ 필요하다면 저처럼 참치캔이나 갈은고기 등을 넣어주셔도 좋답니다 ,21586,52,641,2,2,30
3486,장어양념구이,냉동실에 냉동 장어가 한팩이 들어 있었습니다. 두께는 얇은데 포장 크기가 크다 보니 다른 식재료를 꺼내야 할때 늘 요 장어도 함께 나왔다 들어갔다를 반복했지요. 냉장고를 어느 정도 비워야 제사때나 추석때 쓸 제수용품을 미리 장봐다 넣어 둬야 하기에 부피가 큰 이녀석을 꺼내 처리했습니다. 가을맞이 식구들 몸보신도 하고 말이죠.,62773,28,1254,4,2,15
3487,오징어볶음,오징어볶음입니다.,9524,9,118,2,3,30
3488,콩불,제가 좋아하는 콩불인데요 아가들 땀시 나가서 못먹으니 집에서 해먹게 돼용 남편도 맛나다 해주시니 오늘저녁 메뉴는 콩불이예요,18888,9,182,3,1,60
3489,소고기불고기,친정엄마의 깨알팁으로 만들어 더욱 부드럽게 즐길수 있는  소고기불고기랍니다^^,9420,15,133,5,3,60
3490,오징어볶음,집밥 백선생에서 백종원씨가 소개해주신 오징어볶음입니다,19449,25,514,4,2,30
3491,마파두부,국물 없이 초간단하게 시판 두반장을 넣고 밥반찬으로 만들어 봤답니다. 후다닥 만들 수 있는 칼칼하고 매콤한 맛이 좋은 초간단요리 마.파.두.부 이야기 올려봅니다.,4544,8,59,2,1,30
3492,고등어강정,달콤한 고등어강정. 고등어~ 구워먹기만 했다면 이렇게 강정으로 만들어 보세요.,34169,24,1656,4,2,30
3493,돈가스,가츠동을 만들어 보려는데  냉동돈까스는 너무 맛이없어서 만들어 봤네요 ^^ ,5530,10,56,3,3,30
3494,닭똥집볶음,매콤하면서도 향이 솔솔 풍겨서 닭모래집 특유의 냄새를 싫어하는 사람이라도 드실수있게(제가 싫어해요.) 그래서 탄생한 매운닭모래집볶음이랍니다.,8970,5,44,4,2,30
3495,잡채,알록달록한 각종 채소가 음식을 더욱 먹음직 스럽게 보입니다. 탱글하고 쫄깃한 면발과 아삭한 식감이 좋은 채소가 어울려져 씹는 식감을 즐겁게 해줍니다. ,13800,9,114,4,3,30
3496,전복찜닭,평소 찜닭을 좋아하는 남편을 위해 제철 전복을 넣은 전복찜닭을 만들어봤어요. 꼬들한 전복은 간장양념이랑 잘 어울리기 때문에 찜닭에 넣으면 좋답니다. 폼나고 맛나는 영양식이면서 크게 어렵지는 않아서 더 좋은 전복찜닭! 평소에는 800g ~1000g 정도 되는 닭 한마리를 사용하는데 이날은 작은 닭으로 1인1닭 해보았어요.,2016,2,36,2,3,90
3497,두부전,명절에 많은 사람들이 두부전을 해드시는데 고추와 쑥갓을 사용하면 정말 예쁜 두부전을 만들수 있어요.,2981,2,76,2,1,30
3498,닭날개구이,닭날개가 좋아요!  세가지맛으로 즐겨보자구요!!!  맥주한잔까지 곁들이면~!!  하루의 피로가 쫘~악! ,10182,13,201,2,1,30
3499,잡채,얼마 남지 않은 추석 명절~ 명절 음식 준비 생각에 벌써부터 마음이 분주하네요. 명절 음식에 빠지면 섭섭한 잡채부터 만들어 볼까요~~^^,16261,28,326,6,2,60
3500,콩나물불고기,집밥 백선생 콩나물불고기 만드는법~ ,5900,15,122,2,1,30
3501,불고기,추석음식 불고기 만드는법 입니다.,6230,2,48,3,1,30
3502,고등어구이,예전에 어느 음식점에 갔더니 고등어를 구워서 위에 양념장을 쭉 끼얹어 나오드라구요 그 맛이 잊을 수 없어 가끔씩 집에서도 해먹는데요 만들기두 느무 쉬워요~~ 이 고갈비가 부산에서 많이 해 먹는 방식이라고 해요~ 원래 제대로 하려면 양념 발라 숯불에서 구워야 제맛이겠지만요 아쉬운대로 팬에 노릇노릇 구워서 양념을 얹어도 늠 맛나요~,57563,45,2062,3,1,10
3503,소세지야채볶음,간단한 맥주안주로 딱~좋은 쏘 야볶음이에요^^ 술안주로도 좋지만 아이들 밥반찬으로도 좋답니다~,8388,7,90,2,1,15
3504,돼지고기고추장볶음,열무 김치가 집에 많아서.... 계란후라이에 밥 비벼 먹는데 이왕이면 고추장만이 아니라 이거저거 넣어서 맛있는 양념장을 만들기 위해 만들었어요,37425,13,366,3,1,15
3505,새우돼지갈비찜,요즘 기력이 떨어진 신랑을 위해 좋아하는 돼지고기와 새우와 같이 만든 새우돼지갈비찜,2124,2,13,4,3,90
3506,등갈비김치찜,인기 없는 묵은지가 최고의 요리로 바뀔 수 있는 메뉴에요. 유럽 여행을 마치고 돌아오는 큰애가 톡으로 주문한 김치찜을 했어요. 아무래도 느끼한 음식을 많이 먹었는지 칼칼한 음식이 땅기나봐요. 그럴 땐 요거만한게 없지요.,40228,20,696,4,1,120
3509,대패삼겹살두루치기,신랑이 제주도에서 먹었던 두루치기가 먹고싶다고 하여 저희는 집에 대패삼겹살을 사논게 있어서 대패삼겹살로 두루치기를 만들어 봤어요. ,57479,23,303,2,2,30
3510,돼지고기묵은지김치찜,집밥백선생 백종원 김치찜 레시피에요. 넘넘 맛있게 먹었어요!^^ 추천드립니다,106150,65,843,6,3,120
3511,닭똥집튀김,쫄깃한 닭똥집을 맛있게 튀겨보았어요~ 고소하게 잘 튀겨진 닭똥집은 맥주안주 막걸리 안주로도 일품이랍니다. 간단히 튀겨 불금 보내볼까요?,9734,6,133,1,2,60
3512,묵은지김치찜,집밥백선생 묵은지김치찜입니다~,7767,9,81,4,1,90
3513,소고기육전,어렸을때부터 매년 명절때마다 소고기 육전을 해먹는데 제가 제일 좋아하는 전입니다. 이번 명절때 소고기 육전 드셔보세요. ,22978,17,268,4,1,60
3514,꽃게카레,제철이라며 어머님이 꽃게를 잔뜩 보내주셨어요. 찜도 좋고 탕도 좋지만 색다르게 먹어보고 싶어서 카레를 끓여봤답니다. 향긋한 카레와 탱실한 꽃게살은 꽤 좋은 조합이예요. ,2389,1,27,2,2,60
3515,돼지갈비찜,곧 다가올 추석 전에 돼지갈비찜을 해봤어요. 명절 뿐 아니라 손님상이나 특별한 날에도 좋은 돼지갈비찜이에요. ,6774,11,110,2,3,120
3516,오징어잡채,전 가끔씩 잡채를 잘해먹는데요 그때그때 있는 재료 이용해서 색다른 잡채를 먹는것도 나름 입이 즐겁답니다~ 마침 오늘은 오징어가 있길래 그냥 집에 굴러다니던 야채들만 넣고 초스피드로 만들어 봤답니다~~ ,3957,3,51,3,3,30
3517,버섯떡강정,겉이 바삭해진 떡과 매콤달콤 소스의 콜라보   표고버섯으로 맛과 영양을 더한 매콤달콤 버섯 떡강정 ♩,17682,26,1205,2,2,15
3518,매운등갈비찜,눈물 콧물 쏙 빼며 손가락 쪽쪽 빨아먹게 만드는 중독성 있는 메뉴   매운등갈비찜  하나씩 손에들고 뜯는 재미도 있지만 양념에 밥도 비벼먹고  라면사리도 비벼먹는 재미도 쏠쏠 하다 :) 아삭아삭 콩나물을 곁들여 맛있는 저녁식탁을 책임진 매운등갈비찜 레시피 ♩    ,9583,28,213,2,2,60
3519,오징어볶음,"100g에 87kcal의 저칼로리 식품으로 타우린함량이 높아 치매예방  피로회복등의 효능이 있는 오징어로 만드는 입맛살리는 반찬 ! 매콤쫄깃 오징어볶음 만들기 :-D",10725,21,309,4,2,30
3520,고등어김치조림,신랑이  가끔 생선 조림 먹고싶어해서 ㅎ 맛있게 만들려고 해봤어용 ^^ ,8971,7,126,2,3,30
3521,두부강정,한맺힌 두부강정 (´?ω?`)... 직원식당에 매번 두부강정이 나올 때면  4~5개 밖에 안주더라구요? 더 먹고 싶은데~(?ω?`)  아쉬운 마음 달래려 두부강정 만들었어요.  매콤달콤 두부강정!! 닭껍질  닭기름 있는 닭강정과는 달리 두부로 만든 두부강정은 담백한 매력이 있답니다.(º?º?)  지금 같이 만들어보실까요??  우선 두부 준비해주시구요~~ 시이~작!! (o^^o)♪ ,53718,106,3117,1,3,30
3522,버섯잡채,버섯 잡채 맛있게 만드는 법 저수분으로 담백하게~~,13114,41,309,2,1,30
3523,부침개,비가 오면 생각나는 그 사람  아니 부침개~ 비가 오진 않지만 자주 해먹는 메뉴 중 하나예요!!,23030,11,259,2,1,30
3524,버섯잡채, 잡채는 평소에도 즐겨먹지만 명절에도 빠지지 않는 음식 중 하나지요  오늘은 제철맞아 맛도 영양도 풍부한 버섯을 듬뿍넣고 버섯잡채 만들어봐요 ,2537,3,39,3,1,15
3525,단호박소갈비찜,갈비찜 요리가 어렵다고 생각하시는데 그렇지 않아요... 초보들도 쉽게 만들수 있는 단호박 갈비찜 한번 도전해보세요. 명절음식에도 빠질수 없는 갈비찜 꼭 명절이 아니더라도 주말에 이 갈비찜 하나로 온 가족이 오손도손 모여 즐거운 주말 식사를 해보세요,16858,41,366,3,1,60
3526,마파두부,"1박2일에서도 만드셨던 마파두부로 덮밥 해묵자!!!",44533,36,581,2,2,60
3527,대패삼겹살제육볶음,대패삼겹살제육볶음- 무농약 고추가루로 만든 대패삼겹살제육볶음,34484,40,411,2,2,30
