"id","title","dsc","press","posted_date","link"
380,"소비자기후행동, 소비기한 표시제 도입 촉구 '앵그리푸드 캠페인' 전개",소비자기후행동이 소비기한 표시제도 도입을 촉구하기 위해 사회관계망 서비스(SNS)를 활용한 '앵그리푸드' 캠페인을 시작한다고 지난 1일 밝혔다. 이번 캠페인은 유통기한을 먹을 수 있는 기한이라고 여기는...,농수축산신문,2021-04-02,http://www.aflnews.co.kr/news/articleView.html?idxno=209155
381,"""소비기한 표시제 도입 캠페인 '앵그리푸드'에 참여하세요""","소비자기후행동, 소비기한 표시해 음식물 쓰레기 줄이는 '앵그리푸드' 캠페인 진행 앵그리푸드 캠페인 대표 이미지./출처=소비자기후행동 소비자기후행동이 소비기한 표시제도 도입 촉구를 위해 '앵그리푸드' 캠페인을...",이로운넷,2021-04-02,https://www.eroun.net/news/articleView.html?idxno=24071
382,"소비자기후행동, 소비기한 표시제 도입 촉구 캠페인","자료: 소비자기후행동 소비자기후행동(상임대표 김은정)이 소비기한 표시제도 도입을 촉구하는 SNS 참여형 캠페인 '앵그리푸드'를 벌인다. 소비자기후행동은 ""유통기한이 먹을 수 있는 기한이라는 선입견을 해소하고...",식품저널 foodnews,2021-04-01,http://www.foodnews.co.kr/news/articleView.html?idxno=91770
383,소비기한 도입은 시대적으로 요구되는 과제다,CODEX(국제식품규격위원회) 및 다수 선진국에서도 유통기한은 소비자가 식품의 폐기 시점 등으로 오인할 수 있어 식품 섭취가 가능한 기한인 소비기한 표시제를 사용하도록 권고하고 있습니다.,식품저널 foodnews,2021-03-10,http://www.foodnews.co.kr/news/articleView.html?idxno=91476
384,'유통기한·소비기한 동시 표기' 가능할까,주무부처인 식품의약품안전처는 지난해 6월 식품 소비기한을 주제로 진행한 토론회에서 소비기한 표시제 시행 시 섭취 가능한 기한의 증가로 버려지는 음식물 등을 줄일 수 있어 폐기 비용 등을 절감할 수 있을 것으로...,대한급식신문,2021-02-26,http://www.fsnews.co.kr/news/articleView.html?idxno=41733
385,건강기능식품 유통기한·소비기한 함께 표시하면?,하지만 현행 유통기한 표시제는 유통기한이 식품의 최종 섭취가 가능한 시점으로 인식해 소비자가 유통기한이 지난 식품 등을 폐기하거나 반품하는 등의 문제가 발생하고 있다. 개정법률안은 이에 따라 식품 등의...,약사공론,2021-02-25,https://www.kpanews.co.kr/article/show.asp?idx=220338&category=B
386,﻿식품표시 소비기한 신설 및 기존 유통기한과 병행표기 가능,"이와 관련하여 식약처는 “소비기한 표시제 도입을 추진하고 있으며, 소비기한표시제가 시행 시 섭취가 가능한 기한의 증가로 버려지는 음식물 등을 줄일 수 있어 폐기 비용 등을 절감할 수 있을 것이다”고 설명했다....",메디컬월드뉴스,2021-02-17,http://medicalworldnews.co.kr/news/view.php?idx=1510940434
387,"고영인, 식품 섭취 가능한 '소비기한' 표시제 도입","이와 관련해 식약처는 소비기한 표시제 도입을 추진하고 있으며, 소비기한 표시제가 시행되면 섭취가 가능한 기한의 증가로 버려지는 음식물 등을 줄일 수 있어 폐기 비용 등을 절감할 수 있을 것이라고 설명했다. 안산=",기호일보,2021-02-16,http://www.kihoilbo.co.kr/news/articleView.html?idxno=911624
388,"민주당 고영인 의원, 유통·소비기한 병기하는 '식품표시광고법 개정안' 대표발의","이와 관련하여 식약처는 소비기한 표시제 도입을 추진하고 있으며, 소비기한표시제가 시행 시 섭취가 가능한 기한의 증가로 버려지는 음식물 등을 줄일 수 있어 폐기 비용 등을 절감할 수 있을 것이라고 설명했다....",경기일보,2021-02-16,http://www.kyeonggi.com/news/articleView.html?idxno=2347139
389,"""유통기한·소비기한 동시 표기"" 법 개정안 발의",식약처는 소비기한표시제가 시행 시 섭취가 가능한 기한의 증가로 버려지는 음식물 등을 줄일 수 있어 폐기 비용 등을 절감할 수 있을 것이라고 보고 있다. 또한 보건산업진흥원 조사에 따르면 폐기 등 연간 최대 1조...,대한급식신문,2021-02-16,http://www.fsnews.co.kr/news/articleView.html?idxno=41594
390,"고영인 의원, ‘유통·소비기한’ 같이 쓰는 식품표시광고법 대표발의",이와 관련해 식약처는 소비기한 표시제 도입을 추진하고 있으며 소비기한표시제가 시행 시 섭취가 가능한 기한의 증가로 버려지는 음식물 등을 줄일수 있어 폐기 비용 등을 절감할 수 있을 것이라고 설명했다....,NSP통신,2021-02-16,http://www.nspna.com/news/?mode=view&newsid=483693
391,"[식약처 2021 업무계획] ""비대면 식품 소비 안전관리 강화…소비기한 표시제 6월 도입""",영양표시 의무대상 115→176개 GMO 완전표시제 방안 마련 ▲소비자의 눈높이에 맞는 정보 제공=오는 6월부터 유통기한 대신 소비기한 표시제가 도입된다. 유통기한은 식품 판매가 허용되는 기한이며...,한국농어민신문,2021-01-29,http://www.agrinet.co.kr/news/articleView.html?idxno=182598
